LIDNUM	NAME	LATSTR	LONGSTR	LAT	LONG	ALTITUDE	MAX_AGE	BFA_MAX	BFA_MAX_ABS	FRAC_MAX	MIN_AGE	BFA_MIN	BFA_MIN_ABS	FRAC_MIN	CHRON	AGE_COMM	BASIN	SUBBASIN	COUNTRY	STATE	COUNTY	APNUMSPM	GENERAL	LOC_SYNONYMS	MEAN_HYPSODONTY	ESTIMATE_PRECIP	ESTIMATE_TEMP	ESTIMATE_NPP	PERS_WOODY_COVER	PERS_POLLEN_AP	PERS_POLLEN_NAP	PERS_POLLEN_OTHER	SIDNUM	ORDER	FAMILY	GENUS	SPECIES	SUBCLASSORSUPERORDER	SUBORDERORSUPERFAMILY	SUBFAMILY	UNIQUE	TAXON_STATUS	ID_STATUS	ADD_INFO	SOURCE_NAME	LS_MICROWEAR	LS_MESOWEAR	LS_MESOWEAR_SCORE	LS_MW_OR_HIGH	LS_MW_OR_LOW	LS_MW_CS_SHARP	LS_MW_CS_ROUND	LS_MW_CS_BLUNT	SVLENGTH	BODYMASS	SXDIMSZE	SXDIMDIS	TSHM	TCRWNHT	HORIZODONTY	CROWNTYP	CUSP_SHAPE	CUSP_COUNT_BUCCAL	CUSP_COUNT_LINGUAL	LOPH_COUNT_LON	LOPH_COUNT_TRS	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MICROWEAR	MESOWEAR	MESOWEAR_SCORE	MW_OR_HIGH	MW_OR_LOW	MW_CS_SHARP	MW_CS_ROUND	MW_CS_BLUNT	DIET_1	DIET_2	DIET_3	LOCOMO1	LOCOMO2	LOCOMO3	SPCOMMENT	SP_SYNONYM	SP_SYNONYM_COMMENT	HOMININ_BONES	BIPEDAL_FOOTPRINTS	CUTMARKS	STONE_TOOLS	TECHNOLOGICAL_MODE_1	TECHNOLOGICAL_MODE_2	TECHNOLOGICAL_MODE_3	CULTURAL_STAGE_1	CULTURAL_STAGE_2	CULTURAL_STAGE_3	REGIONAL_CULTURE_1	REGIONAL_CULTURE_2	REGIONAL_CULTURE_3
24201	Corton	52 27 19 N	1 44 35 E	52.4553	1.7431	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	\N	\N	\N	United Kingdom	\N	Suffolk	\N	\N	\N	2.00	\N	\N	\N	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24223	Kraków Spadzista Street (B)	50 3 59 N	19 59 15 E	50.0664	19.9875	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	\N	Northern Carpathians	\N	Poland	\N	\N	\N	\N	Krakow Spadzista Street (B)	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24261	Cúllar de Baza-1	37 35 4 N	2 34 42 W	37.5844	-2.5783	\N	0.781	brunhes	\N	\N	0.676	ois17	\N	\N	Middle Pleistocene	Occurs ca. 2 m above the M-B boundary. Probably correlated to OIS 17 based on palaeoclimate estimates.	Betic Cordillera	\N	Spain	\N	\N	\N	\N	Cullar de Baza-1: Cúllar Baza-1	2.20	\N	23.6	968	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24266	Pantalla	42 52 27 N	12 24 1 E	42.8742	12.4003	\N	2.138	reunion	\N	2:2	1.778	olduvai	\N	\N	Early Pleistocene	Faunal assemblage suggests a similar age to other localities assigned to either Olivola or Tasso faunal units	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	\N	\N	2.20	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	species id uncertain	cf.	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24267	Selvella	44 12 42 N	10 33 46 E	44.2117	10.5628	\N	3.55	villafranchian	\N	\N	1.9	villafranchian	\N	\N	\N	late Villafranchian	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	\N	\N	2.50	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24282	Nazeing	51 44 27 N	0 2 54 E	51.7408	0.0483	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	\N	\N	\N	United Kingdom	\N	Essex	\N	\N	\N	2.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24287	Thorington (Westleton Beds)	52 18 43 N	1 32 58 E	52.3119	1.5494	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	Tiglian C4c Substage (Early Pleistocene)	\N	\N	United Kingdom	\N	Suffolk	\N	\N	\N	2.00	\N	\N	\N	\N	\N	\N	\N	22842	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		meridionalis	\N	\N	\N	Archidiskodon meridionalis * from merge	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	br/gr	te	surficial	graviportal	\N	Archidiskodon meridionalis	synonym of Mammuthus meridionalis	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24302	Grosse Grotte (Blaubeuren)	48 24 43 N	9 47 4 E	48.4119	9.7844	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	\N	\N	\N	Germany	\N	\N	\N	\N	\N	2.57	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24347	Ubeidiya	32 40 0 N	35 35 0 E	32.6667	35.5833	\N	1.9809999999999999	matuyama	\N	2:3	1.2	biharian	\N	1:2	\N	Paleomagentism  for the Fi cylce suggest a date of 1.6-1.2 Ma (Sagi:2005). Fauna indicates 1.5-1.2 Ma.	Sinai - Levant	\N	Israel	\N	\N	\N	y	Oubiediya: Abadiya: 'Ubeidiya: Oubéidiyeh	2.06	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24350	Latamne	35 30 0 N	36 20 0 E	35.5	36.3333	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	Middle Pleistocene	Sinai - Levant	\N	Syria	\N	\N	\N	\N	\N	2.38	\N	\N	\N	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24385	Gidhniya	28 1 45 N	82 10 0 E	28.0292	82.1667	\N	3.6	piacenzian	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	2.9-1.5 Ma	Ganga Sub-basin - Indo-Gangetic	\N	Nepal	\N	\N	\N	\N	\N	2.67	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24387	Kathmandu valley	28 0 0 N	85 0 0 E	28	85	\N	3.6	piacenzian	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	\N	\N	\N	Nepal	\N	\N	\N	\N	\N	2.00	\N	\N	\N	\N	\N	\N	\N	24147	Proboscidea	Elephantidae	Elephas	planifrons	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	2583645	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	Archidiskodon planifrons:Mammuthus planifrons	synonym of Elephas planifrons?:not valid species-genus combination perhaps Elephas planifrons?	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24397	Atapuerca TD6	42 20 0 N	3 30 0 W	42.3333	-3.5	\N	0.95	\N	ESR	\N	0.77	\N	ESR	\N	Early Pleistocene	Post-Jaramillo based on ESR: magnetostratigraphy and biostratigraphy.	Duero	\N	Spain	\N	Burgos	\N	\N	Gran Dolina	1.78	\N	12.8	1040	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24398	Atapuerca TD4-5	42 20 0 N	3 30 0 W	42.3333	-3.5	\N	1.381	matuyama	\N	3:3	0.781	matuyama	\N	2:2	\N	This unit is in a seperate channel. Covers the same time as TD 4 &amp; 5 in the main channel.	Duero	\N	Spain	\N	Burgos	\N	\N	Atapuerca TDW4 &amp; TDE5: Gran Dolina	1.88	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24408	Untermassfeld	51 10 0 N	11 10 0 E	51.1667	11.1667	\N	1.072	jaramillo	\N	\N	0.988	jaramillo	\N	\N	\N	The faunal and palaeomagnetic characteristics of the fossiliferous layers suggest correspondence to the Jaramillo subchr	Northwest German	\N	Germany	\N	\N	\N	\N	\N	1.64	\N	14.2	1177	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24413	Blassac la Girondie	45 5 24 N	3 16 11 E	45.09	3.2697	\N	3.6	piacenzian	\N	\N	2.58	piacenzian	\N	\N	\N	2:8 Ma.+- 0:3 Ma.	\N	\N	France	\N	\N	\N	\N	\N	2.14	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24418	Tulucesti	45 30 0 N	27 31 50 E	45.5	27.5306	\N	3.55	mn16	\N	\N	2.5	mn16	\N	\N	\N	MN 16a/b	Southern Carpathians	\N	Romania	\N	\N	\N	\N	\N	2.33	\N	\N	\N	\N	\N	\N	\N	31368	Proboscidea	Elephantidae	Mammuthus	rumanus	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	5792170	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	br/gr	te	surficial	graviportal	\N	Elephas youheensis	synonym of Mammuthus rumanus (Lister et al. 2005)	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24419	Cernatesti	44 30 0 N	23 20 0 E	44.5	23.3333	\N	3.55	mn16	\N	\N	2.5	mn16	\N	\N	\N	MN 16a/b	Moesian Platform	\N	Romania	\N	\N	\N	\N	\N	3.00	\N	\N	\N	\N	\N	\N	\N	31368	Proboscidea	Elephantidae	Mammuthus	rumanus	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	5792170	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	br/gr	te	surficial	graviportal	\N	Elephas youheensis	synonym of Mammuthus rumanus (Lister et al. 2005)	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24424	Roscai	44 31 48 N	24 0 0 E	44.53	24	\N	2.5	mn17	\N	\N	1.9	mn17	\N	\N	\N	\N	Moesian Platform	\N	Romania	\N	\N	\N	\N	Tetoiu-1- Valea Roscai	2.00	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24430	Leu	44 15 0 N	24 5 0 E	44.25	24.0833	\N	3.55	villafranchian	\N	\N	1.9	villafranchian	\N	\N	\N	Upper villafranchian: MN 18 a/b	Moesian Platform	\N	Romania	\N	\N	\N	\N	\N	2.25	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24439	Olivola	44 25 0 N	10 0 0 E	44.4167	10	\N	2.138	reunion	\N	2:2	1.981	matuyama	\N	1:3	Early Pleistocene	\N	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	\N	\N	2.00	\N	15.6	925	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24441	Montopoli	43 30 0 N	11 0 0 E	43.5	11	\N	2.581	matuyama	\N	\N	2.32	gelasian	\N	1:3	Early Pleistocene	Immediately above the Gauss-Matuyama boundary	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	\N	\N	1.83	\N	15.0	1094	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24442	Upper Valdarno (general loc.)	43 20 0 N	11 5 0 E	43.3333	11.0833	\N	5.333	pliocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	Middle Pliocene to early Pleistocene	Upper Valdarno	\N	Italy	\N	\N	\N	y	\N	3.00	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24443	Casa Frata	43 20 0 N	11 5 0 E	43.3333	11.0833	\N	1.945	olduvai	\N	\N	1.778	olduvai	\N	\N	Early Pleistocene	\N	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	n	\N	2.11	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24444	Matassino	43 20 0 N	11 5 0 E	43.3333	11.0833	\N	1.981	matuyama	\N	2:3	1.8893	olduvai	\N	1:3	Early Pleistocene	\N	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	\N	\N	2.00	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24446	Pietrafitta	43 0 0 N	11 30 0 E	43	11.5	\N	1.9	biharian	\N	\N	1.4333333333333	biharian	\N	1:3	Early Pleistocene	Early Biharian: ca. 1.8-1.3 Ma	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	\N	\N	2.00	\N	14.7	845	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24452	Coste San Giacomo	42 0 0 N	14 25 0 E	42	14.4167	\N	2.23	\N	Ar/Ar	\N	2.2	\N	Ar/Ar	\N	\N	the Middle Villafranchian Faunal Unit of CSG  is dated at 2.233 ± 0.032 Ma.	Southern Apennines	\N	Italy	\N	\N	\N	\N	\N	2.00	\N	20.4	1163	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24454	Farneta	43 40 0 N	12 0 0 E	43.6667	12	\N	1.8615	olduvai	\N	2:2	1.681	matuyama	\N	1:2	Early Pleistocene	Biostratigraphic comparison with adjacent localities suggests an age close to the end of the Olduvai subchron	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	\N	\N	2.20	\N	\N	\N	\N	\N	\N	\N	31390	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		vestinus	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	\N	\N	\N	\N	lam	\N	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24455	Pirro Nord	41 48 7 N	15 23 5 E	41.801944444444445	15.384722222222221	\N	1.8576	earlypleistocene	\N	3:5	1.1352	earlypleistocene	\N	4:5	\N	Faunal assemblages and palaeomagnetic results indicate an Early Pleistocene age: ca. 1.7-1.3 Ma	Southern Apennines	\N	Italy	Apulia	Foggia	\N	n	Cava Pirro: Cava Dell'Erba	2.00	\N	14.7	845	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24456	Colle Curti	43 0 0 N	13 0 0 E	43	13	\N	1.072	jaramillo	\N	\N	0.988	jaramillo	\N	\N	\N	\N	Northern Apennines	\N	Italy	\N	\N	\N	\N	\N	2.00	\N	16.7	767	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24458	Ponte Galeria	42 20 0 N	12 30 0 E	42.3333	12.5	\N	0.771	\N	Ar/Ar	\N	0.649	\N	Ar/Ar	\N	Middle Pleistocene	\N	Tyrrhenian Sea - Tuscany	\N	Italy	\N	\N	\N	\N	\N	2.30	\N	19.3	931	\N	\N	\N	\N	23925	Proboscidea	Elephantidae	Mammuthus	trogontherii	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	10371976	\N	\N	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	\N	\N	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24930	Mansourah	36 10 0 N	6 0 0 E	36.1667	6	\N	1.9	oldstylepleistocene	\N	\N	0.0117	oldstylepleistocene	\N	\N	\N	\N	Atlas	\N	Algeria	\N	\N	\N	\N	\N	2.78	\N	\N	\N	\N	\N	\N	\N	21211	Proboscidea	Elephantidae	Mammuthus	meridionalis	Eutheria	\N		-	\N	\N	\N	Elephas maghrebiensis * from merge	\N	\N		\N	\N	\N	\N	\N		9843577	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Elephas moghrebiensis:Elephas maghrebiensis	* merged from species_id 34751	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
24954	Okladnikov cave	51 40 12 N	84 19 48 E	51.67	84.33	\N	0.0425	\N	C14	\N	0.033	\N	C14	\N	Weichselian	Mousterian layers 1-6; 28.500-43.300	\N	\N	Russia	\N	Altai region	\N	\N	Sibirjachikha	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
