LIDNUM	NAME	LATSTR	LONGSTR	LAT	LONG	ALTITUDE	MAX_AGE	BFA_MAX	BFA_MAX_ABS	FRAC_MAX	MIN_AGE	BFA_MIN	BFA_MIN_ABS	FRAC_MIN	CHRON	AGE_COMM	BASIN	SUBBASIN	COUNTRY	STATE	COUNTY	APNUMSPM	GENERAL	LOC_SYNONYMS	MEAN_HYPSODONTY	ESTIMATE_PRECIP	ESTIMATE_TEMP	ESTIMATE_NPP	PERS_WOODY_COVER	PERS_POLLEN_AP	PERS_POLLEN_NAP	PERS_POLLEN_OTHER	SIDNUM	ORDER	FAMILY	GENUS	SPECIES	SUBCLASSORSUPERORDER	SUBORDERORSUPERFAMILY	SUBFAMILY	UNIQUE	TAXON_STATUS	ID_STATUS	ADD_INFO	SOURCE_NAME	LS_MICROWEAR	LS_MESOWEAR	LS_MESOWEAR_SCORE	LS_MW_OR_HIGH	LS_MW_OR_LOW	LS_MW_CS_SHARP	LS_MW_CS_ROUND	LS_MW_CS_BLUNT	SVLENGTH	BODYMASS	SXDIMSZE	SXDIMDIS	TSHM	TCRWNHT	HORIZODONTY	CROWNTYP	CUSP_SHAPE	CUSP_COUNT_BUCCAL	CUSP_COUNT_LINGUAL	LOPH_COUNT_LON	LOPH_COUNT_TRS	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MICROWEAR	MESOWEAR	MESOWEAR_SCORE	MW_OR_HIGH	MW_OR_LOW	MW_CS_SHARP	MW_CS_ROUND	MW_CS_BLUNT	DIET_1	DIET_2	DIET_3	LOCOMO1	LOCOMO2	LOCOMO3	SPCOMMENT	SP_SYNONYM	SP_SYNONYM_COMMENT	HOMININ_BONES	BIPEDAL_FOOTPRINTS	CUTMARKS	STONE_TOOLS	TECHNOLOGICAL_MODE_1	TECHNOLOGICAL_MODE_2	TECHNOLOGICAL_MODE_3	CULTURAL_STAGE_1	CULTURAL_STAGE_2	CULTURAL_STAGE_3	REGIONAL_CULTURE_1	REGIONAL_CULTURE_2	REGIONAL_CULTURE_3
24956	Proskurjakov cave	54 27 0 N	89 28 12 E	54.45	89.47	\N	0.08	weichselian	\N	2:3	0.045	weichselian	\N	2:3	Middle Weichselian	Mousterian: 50.000 ?Karginskij warming: C14 on bone from 40:000 ya to older	\N	\N	Russia	\N	Altai region	\N	\N	Altai mountains	2.58	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	middle_paleolithic	\N	\N	\N	\N	\N
26398	Yudinovo	51 48 0 N	37 0 0 E	51.8	37	\N	0.01487	\N	C14	\N	0.01372	\N	C14	\N	Late Weichselian	latest Paleolithic	\N	\N	Russia	\N	\N	\N	\N	Iodinovo: Judinovo: Iudinovo: Yodinovo	2.40	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26400	Malta main 8	52 49 48 N	103 31 48 E	52.83	103.53	\N	0.0217	\N	C14	\N	0.0199	\N	C14	\N	Late Weichselian	AMS 20340-21340: late Kargin-early Sartan: middle Upper Palaeolithic	Sayan - Angara - Lena	\N	Russia	Baikal area	\N	\N	\N	Malta	2.67	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	species id uncertain	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26401	Cardamone	40 22 0 N	20 0 0 E	40.366666666666696	20	\N	0.022	\N	C14	\N	0.018	\N	C14	\N	late Weichselian	2nd part of Wurm: Weichselian Pleniglacial	Ionian Sea	\N	Italy	Apulia	\N	\N	\N	\N	2.83	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26402	Krems-Wachtberg	48 24 47 N	15 35 37 E	48.41305555555555	15.593611111111112	\N	0.0277	\N	C14	\N	0.0271	\N	C14	\N	middle Weichselian	charcoal samples 27:1-27:7 kyBP (VERA 671:679) 27:4 kyBP GrN-3011: Late Palaeolithic	Central European	\N	Austria	Lower Austria	\N	\N	n	\N	2.40	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26405	Shikaevka	56 19 12 N	66 22 12 E	56.32	66.37	\N	0.01805	\N	C14	\N	0.01805	\N	C14	\N	Late Weichselian	late Upper Palaeolithic	Central Sub-basin - West Siberia	\N	Russia	\N	\N	\N	\N	\N	2.33	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26407	Volchja Griva	54 39 0 N	80 15 0 E	54.65	80.25	\N	0.01445	\N	C14	\N	0.01252	\N	C14	\N	Late Weichselian	Late Late Paleolithic: Mammuthus dates 17.800: not younger than Malta	Omsk/Nyurolka Sub-basin - West Siberia	\N	Russia	Novosibirsk region	\N	\N	\N	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26408	Mogochino I: exc. 1-3	57 43 48 N	83 33 0 E	57.73	83.55	\N	0.02015	\N	C14	\N	0.02015	\N	C14	\N	Late Weichselian	late Upper Paleolith	Omsk/Nyurolka Sub-basin - West Siberia	\N	Russia	\N	\N	\N	\N	\N	2.60	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26413	Shestakovo	55 54 0 N	87 57 0 E	55.9	87.95	\N	0.02566	\N	C14	\N	0.01804	\N	C14	\N	Late Weichselian	middle Upper Paleolith	Omsk/Nyurolka Sub-basin - West Siberia	\N	Russia	\N	\N	\N	\N	\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26423	Malaja Syja l. 3	54 25 12 N	89 27 0 E	54.42	89.45	\N	0.0345	\N	C14	\N	0.03442	\N	C14	\N	Weichselian	early Late Paleolith	\N	\N	Russia	Altaj mountains	\N	\N	\N	Malaya Syya	2.70	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26430	Shlenka	55 13 12 N	91 57 0 E	55.22	91.95	\N	0.0201	\N	C14	\N	0.0186	\N	C14	\N	Late Weichselian	middle Upper Paleolith	\N	\N	Russia	Altaj mountains	\N	\N	\N	\N	2.38	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26437	Tarachikha loc. 1	55 3 0 N	91 3 0 E	55.05	91.05	\N	0.01985	\N	C14	\N	0.01893	\N	C14	\N	Late Weichselian	Middle Upper Paleolith	\N	\N	Russia	Altaj mountains	\N	\N	\N	\N	2.60	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26474	Ust-Kova middle	58 18 0 N	100 19 48 E	58.3	100.33	\N	0.02392	\N	C14	\N	0.01386	\N	C14	\N	Late Weichselian	Middle Upper Paleolith	Sayan - Angara - Lena	\N	Russia	\N	\N	\N	\N	Ust-Kova middle	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26475	Ust-Kova upper	58 18 0 N	100 19 48 E	58.3	100.33	\N	0.01422	\N	C14	\N	0.01422	\N	C14	\N	Late Weichselian	Late Upper Paleolithic	Sayan - Angara - Lena	\N	Russia	\N	\N	\N	\N	Ust-Kova upper	2.20	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26476	Voennyj Gospital	52 18 0 N	104 19 12 E	52.3	104.32	\N	0.0297	\N	C14	\N	0.0297	\N	C14	\N	Weichselian	early Upper Paleolith	Sayan - Angara - Lena	\N	Russia	Baikal area	\N	\N	\N	Voennyy Gospital	2.17	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	species id uncertain	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26477	Junggar-duolebulejin	46 25 12 N	87 28 48 E	46.42	87.48	\N	12.5	nmu7	\N	\N	11.2	nmu7	\N	\N	\N	\N	Junggar	\N	China	Xinjiang	Fuyun	\N	n	82504	1.56	\N	\N	\N	\N	\N	\N	\N	22850	Proboscidea	Elephantidae	Mammuthus	indet.	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	&gt;5m	\N	n	n	lam	hyp	hyp	LMM0M	L	M	M	0	M	0	1	0	1	1	\N	\N		\N	\N	\N	\N	\N	p	herbivore	graze	te	surficial	graviportal	\N	Archidiskodon indet.	synonym of genus Mammuthus	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26516	Zhidikhovo	59 7 48 N	37 54 0 E	59.13	37.9	\N	0.00984	\N	C14	\N	0.00976	\N	C14	\N	Holocene	\N	Moscow	\N	Russia	\N	\N	\N	y	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26517	Puurmani	58 34 48 N	26 16 48 E	58.58	26.28	\N	0.011	\N	C14	\N	0.011	\N	C14	\N	latest Weichselian	\N	Baltic	\N	Estonia	\N	\N	\N	y	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26518	Sheksna	59 6 0 N	37 51 0 E	59.1	37.85	\N	0.01262	\N	C14	\N	0.01262	\N	C14	\N	Late Weichselian	\N	Moscow	\N	Russia	\N	\N	\N	y	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26519	Severnaja Zemlja islands	79 30 0 N	99 30 0 E	79.5	99.5	\N	0.0115	\N	C14	\N	0.0115	\N	C14	\N	latest Weichselian	\N	\N	\N	Russia	\N	\N	\N	\N	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26520	Sabbetajaha river	71 0 0 N	68 30 0 E	71	68.5	\N	0.01042	\N	C14	\N	0.01042	\N	C14	\N	latest Weichselian	\N	South Kara/Yamal Sub-basin - West Siberia	\N	Russia	\N	\N	\N	y	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26521	Mutnaja Sejakha river	70 0 0 N	68 18 0 E	70	68.3	\N	0.01035	\N	C14	\N	0.01035	\N	C14	\N	latest Weichselian	\N	South Kara/Yamal Sub-basin - West Siberia	\N	Russia	\N	\N	\N	y	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26566	Makarovo III	54 1 12 N	105 48 0 E	54.02	105.8	\N	0.0312	\N	C14	\N	0.0312	\N	C14	\N	Weichselian	early Late Paleolith	Sayan - Angara - Lena	\N	Russia	Baikal area	\N	\N	\N	\N	2.63	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26600	Baume Néron	44 0 0 N	4 0 0 E	44	4	\N	0.0441	\N	absolute	\N	0.0419	\N	absolute	\N		43.000+/- 1100 BP: Cold period between Hengelo and Moershoofd interstadials	Southeast France	\N	France	\N	Ardèche	\N	\N	Baume Neron	2.44	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26614	Verkhne-Troitskaja	60 21 0 N	134 27 0 E	60.35	134.45	\N	0.0183	\N	C14	\N	0.015	\N	C14	\N	Late Weichselian	Late Upper Paleolithic	Aldan High	\N	Russia	\N	\N	\N	\N	\N	2.60	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26616	Zemst IIB	50 59 13 N	4 23 28 E	50.987	4.3911	\N	0.126	\N	ESR	\N	0.126	\N	ESR	\N	early Weichselian	mammoth molar dated 126.2+-9.300 yBP ESR	\N	\N	Belgium	\N	\N	\N	n	\N	2.11	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26617	Zemst IIIC	50 59 13 N	4 23 28 E	50.987	4.3911	\N	0.115	weichselian	\N	1:2	0.0625	weichselian	\N	1:2	early Weichselian	\N	\N	\N	Belgium	\N	\N	\N	n	\N	2.33	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26618	Hofstade I	50 58 12 N	4 24 0 E	50.97	4.4	\N	0.08875	weichselian	\N	2:4	0.045	weichselian	\N	2:3	middle Weichselian	\N	\N	\N	Belgium	\N	\N	\N	\N	\N	2.40	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26619	Hofstade II	50 58 12 N	4 24 0 E	50.97	4.4	\N	0.08	weichselian	\N	2:3	0.045	weichselian	\N	2:3	late Weichselian	younger than Hofst I:but probably derived from the middle Weichselian Lembeke member	\N	\N	Belgium	\N	\N	\N	\N	\N	2.75	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26620	Hofstade III	50 58 12 N	4 24 0 E	50.97	4.4	\N	0.08	weichselian	\N	2:3	0.045	weichselian	\N	2:3	late Weichselian	younger than Hofst I: but also in the middle Weichselian Lembeke member	\N	\N	Belgium	\N	\N	\N	\N	\N	2.40	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26642	Wildenscheuer cave st. III	50 25 1 N	8 8 0 E	50.417	8.1333	\N	0.0237	\N	C14	\N	0.0229	\N	C14	\N	middle Weichselian	\N	\N	\N	Germany	\N	\N	\N	\N	\N	2.50	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26666	Khotylevo II	53 20 13 N	34 7 26 E	53.337	34.124	\N	0.02366	\N	C14	\N	0.02366	\N	C14	\N	Late Weichselian	II Valdaj: late Paleolithic	\N	\N	Russia	\N	Desna river	\N	\N	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26679	Yuribej r. lower Yamal	65 0 0 N	66 30 0 E	65	66.5	\N	0.01046	\N	C14	\N	0.01046	\N	C14	\N	latest Weichselian	\N	Central Sub-basin - West Siberia	\N	Russia	Yamal peninsula	\N	\N	y	Yarubej: Yamal lower check: lower Yuribei	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26680	Goughs Cave	51 16 34 N	2 46 30 W	51.2762999	-2.7750691	\N	0.01217	\N	C14	\N	0.01217	\N	C14	\N	latest Weichselian	\N	Bristol Channel - South Wales Coal	\N	United Kingdom	England	Somerset	\N	\N	\N	2.33	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	1	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
26681	Etiolles	49 0 0 N	5 0 0 E	49	5	\N	0.012	\N	C14	\N	0.012	\N	C14	\N	Late Weichselian	\N	Paris	\N	France	\N	\N	\N	\N	\N	3.00	\N	\N	\N	\N	\N	\N	\N	25032	Proboscidea	Elephantidae	Mammuthus	primigenius	Eutheria	\N		-	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	2m-5m	4357667	\N	\N	lam	hyp	\N	LMM0M	L	M	M	0	M	\N	\N	\N	\N	\N	\N	\N		\N	\N	\N	\N	\N	p	herbivore	\N	te	surficial	graviportal	\N	\N	\N	0	0	0	0	\N	\N	\N	\N	\N	\N	\N	\N	\N
